RecordedDate,profile_id,lang_x,WFC,age,gender,employment_status,industry,industry_other,local_migrant,migrate_alone_family,state_of_origin,has_benefit,wage_type_x,num_family_members,current_wage,answer_history,design_history,wage,alpha_logit_1.mean,alpha_logit_1.std,mu_logit_1.mean,mu_logit_1.std
9/14/24 10:57,6c007dda-3356-4139-98d2-cb4dabe4d8f7,Hindi,Vatva,27,Male,Formal,Pharmaceutical,,local,,,,Monthly,,26000,"['1', '0', '1', '0', '0', '0', '1', '1', '0', '1']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('24400'), 'wage_a': Decimal('14000')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('16600'), 'wage_a': Decimal('22900')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('35300'), 'wage_a': Decimal('29000')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('30600'), 'wage_a': Decimal('34000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('22700'), 'wage_a': Decimal('21000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('36100'), 'wage_a': Decimal('33300')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('38000'), 'wage_a': Decimal('34300')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('28100'), 'wage_a': Decimal('24500')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('23700'), 'wage_a': Decimal('26600')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('29400'), 'wage_a': Decimal('26800')}]",26000,0.095994406,0.120858617,6.187026863,2.791900506
9/14/24 11:10,70714731-29f5-433e-aea1-62978579c1ad,Hindi,Dahej,50,Male,Informal,Chemical,,migrant,alone,Bihar,,Monthly,,13800,"['1', '0', '0', '0', '0', '0', '0', '1', '0', '0']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('20700'), 'wage_a': Decimal('11900')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('15600'), 'wage_a': Decimal('19500')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('14500'), 'wage_a': Decimal('16800')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('10800'), 'wage_a': Decimal('8800')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('8700'), 'wage_a': Decimal('10500')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('10900'), 'wage_a': Decimal('12400')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('9700'), 'wage_a': Decimal('11300')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('15700'), 'wage_a': Decimal('15000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('10500'), 'wage_a': Decimal('9800')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('20700'), 'wage_a': Decimal('19100')}]",13800,0.143230725,0.161951968,5.012889061,2.911548352
9/16/24 9:31,03179cfa-024a-4af8-8b98-ff0634873c10,Hindi,Vatva,19,Male,Informal,Other,House keeping ,local,,,,Monthly,,12000,"['0', '1', '0', '1', '1', '0', '0', '1', '1', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6700'), 'wage_a': Decimal('11400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('17500'), 'wage_a': Decimal('12400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('17400'), 'wage_a': Decimal('13600')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('13600'), 'wage_a': Decimal('17500')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('10500'), 'wage_a': Decimal('6000')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('11400'), 'wage_a': Decimal('15800')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6600'), 'wage_a': Decimal('8300')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('9700'), 'wage_a': Decimal('7800')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('10600'), 'wage_a': Decimal('12600')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('9300'), 'wage_a': Decimal('11900')}]",12000,0.269009216,0.166827243,5.208587034,2.83531008
9/18/24 7:46,0b2f4029-a334-4237-b744-6ed6054bb297,Hindi,Vatva,37,Male,Formal,Steel + Cement,,local,,,,Monthly,,20000,"['0', '1', '1', '1', '1', '0', '1', '1', '1', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('12000'), 'wage_a': Decimal('19500')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('10000'), 'wage_a': Decimal('12700')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('17000'), 'wage_a': Decimal('11600')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('21400'), 'wage_a': Decimal('16400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('23900'), 'wage_a': Decimal('19400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('14600'), 'wage_a': Decimal('11400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('26600'), 'wage_a': Decimal('20300')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('15100'), 'wage_a': Decimal('18700')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('17800'), 'wage_a': Decimal('14200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('25200'), 'wage_a': Decimal('20300')}]",20000,0.197763008,0.165637607,5.081857114,2.780741163
9/18/24 10:16,14b965a5-9132-4329-977f-413d68659490,English,Ahmedabad,34,Male,Informal,Construction,,local,,,,Monthly,,20000,"['0', '1', '1', '0', '0', '1', '1', '1', '0', '1']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('27700'), 'wage_a': Decimal('17000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('18000'), 'wage_a': Decimal('12000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('24800'), 'wage_a': Decimal('15200')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('11400'), 'wage_a': Decimal('15400')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('11700'), 'wage_a': Decimal('14100')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('26400'), 'wage_a': Decimal('24900')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('15000'), 'wage_a': Decimal('14100')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('16200'), 'wage_a': Decimal('15700')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('25900'), 'wage_a': Decimal('27500')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('29900'), 'wage_a': Decimal('25700')}]",20000,0.159283942,0.191558177,3.255476562,2.586689985
9/18/24 10:30,73524e79-4576-4b06-99d7-a90a3376f6ef,English,Ahmedabad,36,Male,Informal,Construction,,local,,,,Daily,,700,"['1', '1', '0', '0', '1', '1', '0', '0', '1', '0']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1010'), 'wage_a': Decimal('585')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('815'), 'wage_a': Decimal('620')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('790'), 'wage_a': Decimal('960')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('910'), 'wage_a': Decimal('1005')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('1020'), 'wage_a': Decimal('1040')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('410'), 'wage_a': Decimal('435')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('815'), 'wage_a': Decimal('925')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('955'), 'wage_a': Decimal('915')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('940'), 'wage_a': Decimal('860')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('745'), 'wage_a': Decimal('915')}]",700,0.116378362,0.132464962,6.20309875,2.807322435
9/18/24 10:42,be567090-51b7-4fb8-90f0-5dcfd87ee328,English,Ahmedabad,56,Male,Informal,Construction,,local,,,,Daily,,1000,"['0', '0', '1', '0', '1', '1', '1', '1', '0', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('1090'), 'wage_a': Decimal('1340')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('650'), 'wage_a': Decimal('855')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1230'), 'wage_a': Decimal('1035')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1365'), 'wage_a': Decimal('1290')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1160'), 'wage_a': Decimal('1000')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('915'), 'wage_a': Decimal('1030')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('810'), 'wage_a': Decimal('630')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('845'), 'wage_a': Decimal('765')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1335'), 'wage_a': Decimal('1205')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('1285'), 'wage_a': Decimal('1455')}]",1000,0.181245203,0.174886308,5.257299107,2.952735439
9/18/24 10:52,e8ae5afe-c9bf-4c3a-bcc9-789e4bd95895,English,Ahmedabad,42,Female,Informal,Other,Sweeper ,local,,,,Monthly,,8000,"['1', '1', '0', '0', '0', '0', '0', '0', '1', '1']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('7100'), 'wage_a': Decimal('4700')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('8500'), 'wage_a': Decimal('10700')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('11800'), 'wage_a': Decimal('8700')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6900'), 'wage_a': Decimal('11100')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('11600'), 'wage_a': Decimal('7900')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('4700'), 'wage_a': Decimal('7100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6300'), 'wage_a': Decimal('8700')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('4400'), 'wage_a': Decimal('6300')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('9100'), 'wage_a': Decimal('11500')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('7900'), 'wage_a': Decimal('5700')}]",8000,0.305447802,0.173994491,4.975789681,2.863326521
9/18/24 10:59,f0acad51-0f56-41da-9c24-625cd48976f7,English,Ahmedabad,55,Female,Informal,Other,Anganwadi Helper,local,,,,Monthly,,5450,"['1', '1', '1', '1', '1', '1', '1', '1', '0', '1']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('5800'), 'wage_a': Decimal('3700')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('6000'), 'wage_a': Decimal('4100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('5400'), 'wage_a': Decimal('5800')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('7100'), 'wage_a': Decimal('5900')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6100'), 'wage_a': Decimal('6900')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('4800'), 'wage_a': Decimal('4000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('7500'), 'wage_a': Decimal('5900')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6300'), 'wage_a': Decimal('7200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('7800'), 'wage_a': Decimal('6600')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('6900'), 'wage_a': Decimal('5100')}]",5450,0.196546029,0.146524967,6.088093461,2.748446894
9/19/24 9:51,5c0855ce-26ec-405b-a0b9-e6c6176c252a,English,Ahmedabad,44,Male,Informal,Other,Mattress maker,local,,,,Monthly,,18000,"['1', '1', '0', '1', '0', '0', '0', '0', '0', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('13100'), 'wage_a': Decimal('22000')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('15000'), 'wage_a': Decimal('24900')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('9300'), 'wage_a': Decimal('22200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('16800'), 'wage_a': Decimal('9000')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('11700'), 'wage_a': Decimal('20600')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('11700'), 'wage_a': Decimal('17300')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('11300'), 'wage_a': Decimal('15800')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('20700'), 'wage_a': Decimal('15900')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('11100'), 'wage_a': Decimal('14200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('15800'), 'wage_a': Decimal('9200')}]",18000,0.311596921,0.191774333,3.688147223,2.490471123
9/19/24 9:59,4c7c5f4f-af52-4c02-b0b6-1c3ef1445ccf,English,Ahmedabad,30,Male,Formal,Other,Maintenance,local,,,,Monthly,,12000,"['1', '0', '0', '0', '0', '0', '0', '1', '1', '0']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('16700'), 'wage_a': Decimal('11100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('8300'), 'wage_a': Decimal('10100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('7300'), 'wage_a': Decimal('8100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('12100'), 'wage_a': Decimal('13000')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('15000'), 'wage_a': Decimal('16900')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('13800'), 'wage_a': Decimal('13400')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('10100'), 'wage_a': Decimal('10800')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('6600'), 'wage_a': Decimal('6200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('8500'), 'wage_a': Decimal('8100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('9300'), 'wage_a': Decimal('11900')}]",12000,0.082852468,0.132521333,6.161836736,2.908660723
9/24/24 8:45,d47e6f13-9a7a-48b7-9196-3f00e35e9f4d,English,Savli,25,Male,Formal,Other,Manufacturing ,local,,,,Monthly,,15000,"['1', '1', '0', '0', '0', '0', '1', '0', '1', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('9700'), 'wage_a': Decimal('15300')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('18800'), 'wage_a': Decimal('10300')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('16700'), 'wage_a': Decimal('10500')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('11900'), 'wage_a': Decimal('20400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('21700'), 'wage_a': Decimal('13500')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('8600'), 'wage_a': Decimal('18100')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('16400'), 'wage_a': Decimal('10000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('16200'), 'wage_a': Decimal('11200')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('15600'), 'wage_a': Decimal('21100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('11000'), 'wage_a': Decimal('17800')}]",15000,0.568506963,0.153229718,5.881788036,2.775197157
9/29/24 9:25,116c7e5d-3946-443a-8bc2-183105395d85,English,Savli,46,Male,Formal,Steel + Cement,,local,,,,Monthly,,10500,"['1', '1', '0', '0', '1', '1', '0', '1', '0', '0']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6400'), 'wage_a': Decimal('10100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('7800'), 'wage_a': Decimal('14900')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('13100'), 'wage_a': Decimal('6300')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6500'), 'wage_a': Decimal('15100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6500'), 'wage_a': Decimal('9600')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('14000'), 'wage_a': Decimal('6200')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('7600'), 'wage_a': Decimal('12900')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('13600'), 'wage_a': Decimal('7500')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6400'), 'wage_a': Decimal('11500')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('10900'), 'wage_a': Decimal('6700')}]",10500,0.578492646,0.19334865,4.306330208,2.790581562
9/29/24 9:30,ef6ca5d0-613e-4c90-a44f-fd57952858a2,English,Savli,21,Male,Formal,Steel + Cement,,local,,,,Monthly,,20000,"['1', '1', '1', '0', '0', '0', '0', '1', '0', '0']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('21000'), 'wage_a': Decimal('12200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('27300'), 'wage_a': Decimal('18100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('24800'), 'wage_a': Decimal('30000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('15000'), 'wage_a': Decimal('10600')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('19100'), 'wage_a': Decimal('13100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('13700'), 'wage_a': Decimal('25500')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('19100'), 'wage_a': Decimal('14000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('20300'), 'wage_a': Decimal('11800')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('15900'), 'wage_a': Decimal('27100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('15000'), 'wage_a': Decimal('24100')}]",20000,0.358867512,0.135196102,6.524120574,2.584013101
10/9/24 8:14,7d89b36c-2862-4d1d-9eb8-5e928ebc4fef,Hindi,Dahej,32,Female,Informal,Construction,,migrant,family,Chhattisgarh,,Monthly,,15000,"['0', '1', '1', '0', '0', '0', '0', '1', '1', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('10100'), 'wage_a': Decimal('15600')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('16800'), 'wage_a': Decimal('22100')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('20400'), 'wage_a': Decimal('13600')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('14400'), 'wage_a': Decimal('19800')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('19000'), 'wage_a': Decimal('15700')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('15200'), 'wage_a': Decimal('21200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('16400'), 'wage_a': Decimal('12000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('12700'), 'wage_a': Decimal('8200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('22400'), 'wage_a': Decimal('16600')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('14100'), 'wage_a': Decimal('18600')}]",15000,0.287387879,0.161874365,5.336722109,2.88797905
10/9/24 8:24,6958783e-6f27-4a34-976b-f1d7750df16e,Hindi,Dahej,28,Male,Informal,Chemical,,migrant,family,West Bengal,,Monthly,,25000,"['1', '1', '0', '1', '1', '0', '0', '1', '0', '1']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('33200'), 'wage_a': Decimal('19900')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('37300'), 'wage_a': Decimal('27100')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('23300'), 'wage_a': Decimal('19900')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('21300'), 'wage_a': Decimal('27100')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('25800'), 'wage_a': Decimal('19700')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('21700'), 'wage_a': Decimal('28300')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('25700'), 'wage_a': Decimal('32200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('34700'), 'wage_a': Decimal('29000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('27200'), 'wage_a': Decimal('25100')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('36900'), 'wage_a': Decimal('30800')}]",25000,0.158984994,0.132983808,5.858031612,2.756372299
10/9/24 9:58,88bdfb92-40e5-406d-8e5d-dee34569bf68,Hindi,Dahej,36,Male,Formal,Construction,,local,,,,Daily,,350,"['0', '0', '1', '1', '0', '1', '1', '1', '0', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('310'), 'wage_a': Decimal('480')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('180'), 'wage_a': Decimal('235')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('410'), 'wage_a': Decimal('345')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('515'), 'wage_a': Decimal('460')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('465'), 'wage_a': Decimal('430')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('430'), 'wage_a': Decimal('375')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('480'), 'wage_a': Decimal('435')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('410'), 'wage_a': Decimal('440')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('220'), 'wage_a': Decimal('200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('435'), 'wage_a': Decimal('385')}]",350,0.130134264,0.14854407,5.796569613,2.906254173
10/15/24 6:51,f0b83b6c-20cd-40da-aa0d-504a7b8ad732,English,Ahmedabad,29,Female,Formal,Other,Social Sector,local,,,,Monthly,,10000,"['1', '0', '1', '0', '1', '1', '0', '0', '0', '0']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('5200'), 'wage_a': Decimal('8400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('10300'), 'wage_a': Decimal('6400')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('7900'), 'wage_a': Decimal('13700')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('14600'), 'wage_a': Decimal('6600')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('5200'), 'wage_a': Decimal('11500')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('6100'), 'wage_a': Decimal('14200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('11000'), 'wage_a': Decimal('6000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('11700'), 'wage_a': Decimal('5200')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('10000'), 'wage_a': Decimal('6300')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('14400'), 'wage_a': Decimal('5700')}]",10000,0.934023828,0.067375276,7.247533489,2.107548776
10/15/24 7:04,271152a0-0b37-4813-94b5-084be0b0af33,English,Ahmedabad,22,Male,Formal,Other,Food Distribution,local,,,,Monthly,,22000,"['1', '1', '1', '1', '0', '1', '1', '1', '1', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('18700'), 'wage_a': Decimal('31400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('27500'), 'wage_a': Decimal('14800')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('18600'), 'wage_a': Decimal('32200')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('16400'), 'wage_a': Decimal('30900')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('13800'), 'wage_a': Decimal('30700')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('16000'), 'wage_a': Decimal('28500')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('23000'), 'wage_a': Decimal('12100')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('16600'), 'wage_a': Decimal('31000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('26200'), 'wage_a': Decimal('13300')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('20800'), 'wage_a': Decimal('13700')}]",22000,0.573469371,0.20499697,3.640746415,2.679963189
10/15/24 7:17,de6f0752-e767-44c1-910c-825598c00e4c,English,Ahmedabad,20,Male,Informal,Other,Logistics,local,,,,Daily,,450,"['1', '1', '0', '1', '0', '0', '0', '1', '1', '1']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('475'), 'wage_a': Decimal('320')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('245'), 'wage_a': Decimal('315')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('330'), 'wage_a': Decimal('525')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('650'), 'wage_a': Decimal('505')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('320'), 'wage_a': Decimal('265')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('350'), 'wage_a': Decimal('550')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('395'), 'wage_a': Decimal('540')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('470'), 'wage_a': Decimal('370')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('525'), 'wage_a': Decimal('435')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('400'), 'wage_a': Decimal('470')}]",450,0.190608661,0.140523894,5.855178465,2.670899366
